type,repository_language,count_event,date
PushEvent,Xtend,11,2014-02-01
PushEvent,xBase,5,2014-02-01
WatchEvent,Erlang,87,2014-02-02
CreateEvent,DM,22,2014-02-02
CreateEvent,Ada,1,2014-02-02
PushEvent,Prolog,3,2014-03-01
CreateEvent,VHDL,4,2014-03-01
PushEvent,Scilab,2,2014-03-01
WatchEvent,Elixir,21,2014-03-01
WatchEvent,Haxe,16,2014-03-01
WatchEvent,Groovy,30,2014-03-01
CreateEvent,Arduino,11,2014-03-01
WatchEvent,Racket,4,2014-03-01
CreateEvent,Groovy,20,2014-03-01
WatchEvent,TypeScript,49,2014-03-01
PushEvent,Coq,22,2014-03-01
WatchEvent,R,41,2014-03-01
WatchEvent,FORTRAN,3,2014-03-01
WatchEvent,Arduino,27,2014-03-01
WatchEvent,Processing,5,2014-03-01
WatchEvent,Dart,16,2014-03-01
PushEvent,Elixir,51,2014-03-01
PushEvent,xBase,2,2014-03-01
WatchEvent,F#,11,2014-03-01
PushEvent,Objective-J,3,2014-03-01
WatchEvent,Rust,41,2014-03-01
PushEvent,Vala,18,2014-03-01
WatchEvent,Visual Basic,11,2014-03-01
PushEvent,XSLT,63,2014-03-01
WatchEvent,Max,4,2014-03-01
PushEvent,Idris,2,2014-03-01
CreateEvent,Pascal,3,2014-03-01
PushEvent,UnrealScript,10,2014-03-01
CreateEvent,ASP,4,2014-03-01
CreateEvent,Apex,5,2014-03-01
CreateEvent,Visual Basic,26,2014-02-03
PushEvent,PowerShell,92,2014-02-03
PushEvent,Logos,40,2014-02-03
CreateEvent,Haxe,8,2014-02-03
CreateEvent,Vala,12,2014-02-03
WatchEvent,xBase,1,2014-02-03
CreateEvent,ActionScript,13,2014-02-03
PushEvent,Ada,16,2014-02-03
CreateEvent,DM,12,2014-02-03
CreateEvent,D,20,2014-02-03
CreateEvent,VHDL,3,2014-02-03
WatchEvent,Lua,56,2014-02-03
PushEvent,OpenEdge ABL,13,2014-02-03
WatchEvent,Arduino,19,2014-02-03
CreateEvent,FORTRAN,7,2014-02-03
CreateEvent,DOT,4,2014-02-03
PushEvent,Lasso,24,2014-02-03
CreateEvent,ColdFusion,4,2014-02-03
WatchEvent,D,9,2014-02-03
PushEvent,Pure Data,7,2014-02-03
PushEvent,Slash,4,2014-02-03
PushEvent,M,19,2014-02-03
PushEvent,Tcl,39,2014-02-03
WatchEvent,ColdFusion,5,2014-02-03
WatchEvent,Io,14,2014-02-03
PushEvent,BlitzBasic,36,2014-02-03
PushEvent,ColdFusion,70,2014-02-03
CreateEvent,Elixir,12,2014-02-03
WatchEvent,Scheme,20,2014-02-03
WatchEvent,Verilog,5,2014-02-03
WatchEvent,Groovy,20,2014-02-03
CreateEvent,Smalltalk,8,2014-02-06
PushEvent,Smalltalk,5,2014-02-06
PushEvent,Boo,2,2014-02-06
WatchEvent,Io,48,2014-02-06
WatchEvent,Logos,9,2014-02-06
PushEvent,Slash,8,2014-02-06
CreateEvent,Lasso,1,2014-02-06
CreateEvent,AutoHotkey,2,2014-02-06
WatchEvent,XSLT,14,2014-02-06
PushEvent,Lasso,14,2014-02-06
PushEvent,Delphi,1,2014-02-06
CreateEvent,Rust,33,2014-02-06
PushEvent,XC,4,2014-02-06
CreateEvent,Ada,1,2014-02-06
PushEvent,Prolog,3,2014-02-06
PushEvent,LiveScript,35,2014-02-07
PushEvent,Logos,19,2014-02-27
CreateEvent,Vala,3,2014-02-27
PushEvent,Elixir,43,2014-02-27
PushEvent,Kotlin,20,2014-02-27
CreateEvent,Verilog,5,2014-02-27
CreateEvent,Common Lisp,6,2014-02-27
CreateEvent,Dart,39,2014-02-27
WatchEvent,Pure Data,1,2014-02-27
PushEvent,Pure Data,7,2014-02-27
PushEvent,Squirrel,8,2014-02-27
WatchEvent,Vala,4,2014-02-27
PushEvent,MoonScript,10,2014-02-27
PushEvent,DOT,24,2014-02-14
PushEvent,IDL,56,2014-02-14
PushEvent,xBase,10,2014-02-14
CreateEvent,Assembly,6,2014-02-14
WatchEvent,DOT,14,2014-02-14
PushEvent,M,5,2014-02-14
WatchEvent,ColdFusion,4,2014-02-14
PushEvent,Racket,45,2014-02-14
WatchEvent,Tcl,11,2014-02-14
WatchEvent,Julia,22,2014-02-14
CreateEvent,Common Lisp,13,2014-02-14
PushEvent,XC,9,2014-02-14
CreateEvent,R,50,2014-02-14
WatchEvent,ABAP,1,2014-02-14
PushEvent,DM,51,2014-02-14
PushEvent,FORTRAN,64,2014-02-14
WatchEvent,Puppet,30,2014-02-14
PushEvent,Assembly,155,2014-02-14
WatchEvent,Scheme,10,2014-02-14
PushEvent,Coq,27,2014-02-14
PushEvent,Processing,92,2014-02-14
WatchEvent,Common Lisp,32,2014-02-14
PushEvent,Kotlin,9,2014-02-14
WatchEvent,LiveScript,5,2014-02-14
CreateEvent,ActionScript,18,2014-02-14
CreateEvent,Scheme,13,2014-02-14
PushEvent,nesC,59,2014-02-14
CreateEvent,BlitzBasic,5,2014-02-14
PushEvent,Crystal,1,2014-02-14
CreateEvent,Tcl,5,2014-02-14
PushEvent,Agda,12,2014-02-14
PushEvent,AutoHotkey,64,2014-02-14
PushEvent,LiveScript,31,2014-02-14
PushEvent,Standard ML,32,2014-02-14
WatchEvent,AppleScript,3,2014-02-14
CreateEvent,OCaml,9,2014-02-14
PushEvent,Perl6,4,2014-02-14
WatchEvent,Visual Basic,7,2014-02-14
PushEvent,BlitzBasic,25,2014-02-14
CreateEvent,Coq,3,2014-01-27
CreateEvent,Processing,12,2014-01-27
WatchEvent,XSLT,19,2014-01-27
PushEvent,Slash,5,2014-01-27
CreateEvent,Verilog,2,2014-01-27
WatchEvent,Coq,4,2014-01-27
WatchEvent,OCaml,10,2014-01-27
CreateEvent,Dylan,5,2014-01-27
WatchEvent,Self,1,2014-01-27
WatchEvent,IDL,5,2014-01-27
CreateEvent,Arduino,21,2014-01-27
WatchEvent,ASP,5,2014-01-27
PushEvent,OpenEdge ABL,12,2014-01-27
CreateEvent,Logos,3,2014-01-27
WatchEvent,Factor,1,2014-01-27
CreateEvent,Smalltalk,8,2014-01-30
PushEvent,DOT,47,2014-01-30
CreateEvent,Verilog,5,2014-01-30
WatchEvent,Common Lisp,28,2014-01-30
PushEvent,FORTRAN,79,2014-01-30
WatchEvent,Elixir,25,2014-01-30
CreateEvent,Common Lisp,10,2014-01-30
CreateEvent,Puppet,80,2014-01-30
WatchEvent,Erlang,115,2014-01-30
PushEvent,Logos,29,2014-01-30
WatchEvent,Agda,3,2014-01-30
PushEvent,Haxe,105,2014-01-30
CreateEvent,Rust,23,2014-01-30
CreateEvent,Arduino,18,2014-01-30
CreateEvent,FORTRAN,8,2014-01-30
WatchEvent,TypeScript,73,2014-01-30
PushEvent,Max,21,2014-01-30
CreateEvent,Coq,4,2014-01-30
PushEvent,Scheme,124,2014-01-30
PushEvent,DM,72,2014-01-30
CreateEvent,Groovy,38,2014-01-30
PushEvent,IDL,135,2014-01-30
PushEvent,Ceylon,7,2014-01-30
WatchEvent,Visual Basic,16,2014-01-30
WatchEvent,Haxe,15,2014-01-30
WatchEvent,Processing,17,2014-01-30
PushEvent,Prolog,3,2014-01-30
WatchEvent,Tcl,1,2014-01-30
PushEvent,nesC,48,2014-01-30
WatchEvent,Groovy,20,2014-01-30
WatchEvent,Vala,7,2014-01-30
PushEvent,DCPU-16 ASM,6,2014-01-30
WatchEvent,Scheme,15,2014-01-30
PushEvent,nesC,61,2014-02-21
CreateEvent,Common Lisp,11,2014-02-21
PushEvent,Perl6,8,2014-02-21
WatchEvent,Common Lisp,44,2014-02-21
PushEvent,Objective-J,28,2014-02-21
WatchEvent,Visual Basic,13,2014-02-21
PushEvent,LiveScript,28,2014-02-21
WatchEvent,Vala,20,2014-02-21
WatchEvent,R,39,2014-02-21
PushEvent,DOT,32,2014-02-21
CreateEvent,PowerShell,9,2014-02-21
PushEvent,VHDL,49,2014-02-21
PushEvent,PowerShell,135,2014-02-21
PushEvent,UnrealScript,9,2014-02-21
WatchEvent,TeX,47,2014-02-21
CreateEvent,ColdFusion,11,2014-02-21
PushEvent,Tcl,42,2014-02-21
WatchEvent,LiveScript,7,2014-02-21
CreateEvent,nesC,9,2014-02-21
WatchEvent,Racket,7,2014-02-21
WatchEvent,Slash,3,2014-02-21
CreateEvent,LiveScript,4,2014-02-21
PushEvent,M,29,2014-02-21
PushEvent,Gosu,6,2014-02-21
WatchEvent,Rust,14,2014-02-21
CreateEvent,R,45,2014-02-21
WatchEvent,Assembly,23,2014-02-21
WatchEvent,TypeScript,46,2014-02-21
PushEvent,Tcl,58,2014-02-09
CreateEvent,Dart,18,2014-02-09
CreateEvent,FORTRAN,13,2014-02-09
WatchEvent,Groovy,36,2014-02-09
PushEvent,Lasso,3,2014-02-09
CreateEvent,Logos,7,2014-02-09
PushEvent,Ceylon,6,2014-02-09
PushEvent,Io,5,2014-02-09
CreateEvent,Perl6,1,2014-02-09
PushEvent,XML,26,2014-02-09
WatchEvent,Lua,57,2014-02-09
CreateEvent,Emacs Lisp,20,2014-02-09
CreateEvent,DM,22,2014-02-09
CreateEvent,Groovy,41,2014-02-09
PushEvent,Parrot,3,2014-02-09
CreateEvent,Assembly,9,2014-02-09
PushEvent,Perl6,13,2014-02-09
PushEvent,Awk,13,2014-02-09
PushEvent,Agda,11,2014-02-09
CreateEvent,Pascal,17,2014-02-09
CreateEvent,Julia,16,2014-02-09
PushEvent,F#,70,2014-02-09
PushEvent,Pike,6,2014-02-09
WatchEvent,Io,7,2014-02-09
WatchEvent,Common Lisp,30,2014-02-09
CreateEvent,Smalltalk,6,2014-02-09
PushEvent,Idris,3,2014-02-09
PushEvent,Objective-J,6,2014-02-09
PushEvent,nesC,5,2014-02-09
CreateEvent,Processing,20,2014-02-09
WatchEvent,TypeScript,46,2014-01-19
PushEvent,Logos,28,2014-01-19
PushEvent,SuperCollider,6,2014-01-19
CreateEvent,Matlab,21,2014-01-19
WatchEvent,Visual Basic,5,2014-01-19
CreateEvent,VHDL,5,2014-01-19
CreateEvent,Arduino,31,2014-01-19
PushEvent,PowerShell,79,2014-01-19
CreateEvent,ActionScript,6,2014-01-19
CreateEvent,DM,16,2014-01-19
CreateEvent,Processing,13,2014-01-19
PushEvent,Coq,13,2014-01-19
WatchEvent,HaXe,3,2014-01-19
WatchEvent,OCaml,27,2014-01-19
WatchEvent,Haxe,24,2014-01-19
CreateEvent,TypeScript,25,2014-01-19
PushEvent,Processing,83,2014-01-19
PushEvent,M,14,2014-01-19
CreateEvent,Elixir,16,2014-01-19
PushEvent,FORTRAN,56,2014-01-19
WatchEvent,Puppet,20,2014-01-19
CreateEvent,TeX,38,2014-01-19
WatchEvent,D,7,2014-01-19
PushEvent,OpenEdge ABL,21,2014-01-19
WatchEvent,ActionScript,34,2014-01-19
CreateEvent,Erlang,26,2014-01-19
CreateEvent,Clojure,52,2014-01-19
PushEvent,Awk,7,2014-01-19
WatchEvent,Ada,2,2014-03-07
WatchEvent,FORTRAN,5,2014-03-07
PushEvent,Kotlin,4,2014-03-07
PushEvent,Awk,19,2014-03-07
PushEvent,Scilab,7,2014-03-07
WatchEvent,BlitzBasic,2,2014-03-07
PushEvent,SuperCollider,10,2014-03-07
PushEvent,Gosu,2,2014-03-07
WatchEvent,Apex,3,2014-03-07
WatchEvent,M,1,2014-03-07
CreateEvent,Scheme,14,2014-03-07
PushEvent,Factor,5,2014-03-07
WatchEvent,Pascal,4,2014-03-07
CreateEvent,Factor,1,2014-03-07
CreateEvent,ASP,8,2014-03-07
WatchEvent,XSLT,10,2014-03-07
PushEvent,Coq,22,2014-03-07
PushEvent,Turing,19,2014-03-07
CreateEvent,XQuery,2,2014-03-07
CreateEvent,Nimrod,1,2014-03-07
CreateEvent,FORTRAN,14,2014-03-07
PushEvent,Slash,5,2014-03-07
PushEvent,SuperCollider,8,2014-01-21
WatchEvent,Self,1,2014-01-21
CreateEvent,ASP,5,2014-01-21
WatchEvent,XSLT,22,2014-01-21
WatchEvent,FORTRAN,2,2014-01-21
PushEvent,AppleScript,19,2014-01-21
WatchEvent,IDL,3,2014-01-21
CreateEvent,Prolog,1,2014-01-21
PushEvent,Elm,9,2014-01-21
WatchEvent,Tcl,2,2014-01-21
PushEvent,Tcl,40,2014-03-11
PushEvent,DM,69,2014-03-11
PushEvent,FORTRAN,145,2014-03-11
WatchEvent,Verilog,3,2014-03-11
PushEvent,Apex,13,2014-03-11
CreateEvent,AutoIt,1,2014-03-11
WatchEvent,Common Lisp,34,2014-03-11
PushEvent,Arduino,182,2014-03-11
PushEvent,Vala,52,2014-03-11
PushEvent,Standard ML,49,2014-03-11
PushEvent,Dylan,5,2014-03-11
PushEvent,LiveScript,72,2014-03-11
PushEvent,Brightscript,14,2014-03-11
PushEvent,Processing,108,2014-03-11
PushEvent,REALbasic,4,2014-03-11
PushEvent,Agda,6,2014-03-11
PushEvent,PowerShell,119,2014-03-11
PushEvent,HaXe,1,2014-03-11
CreateEvent,PowerShell,10,2014-03-11
WatchEvent,Logos,3,2014-03-11
CreateEvent,FORTRAN,17,2014-03-11
WatchEvent,Scheme,7,2014-03-11
PushEvent,Eiffel,34,2014-03-11
PushEvent,Max,30,2014-03-11
CreateEvent,AutoHotkey,4,2014-03-11
CreateEvent,D,12,2014-03-11
PushEvent,BlitzBasic,28,2014-03-11
WatchEvent,Julia,21,2014-03-11
WatchEvent,Visual Basic,7,2014-03-11
PushEvent,M,45,2014-03-11
PushEvent,REALbasic,2,2014-02-22
PushEvent,UnrealScript,7,2014-02-22
PushEvent,Max,10,2014-02-22
PushEvent,xBase,6,2014-02-22
PushEvent,Bluespec,7,2014-02-22
PushEvent,Ada,12,2014-02-22
PushEvent,Ragel in Ruby Host,1,2014-02-22
CreateEvent,UnrealScript,2,2014-02-22
WatchEvent,AutoIt,1,2014-02-22
WatchEvent,LiveScript,8,2014-02-22
CreateEvent,Pascal,5,2014-02-22
CreateEvent,M,1,2014-02-22
CreateEvent,Dart,16,2014-02-22
CreateEvent,Logos,1,2014-02-22
CreateEvent,Elm,1,2014-02-22
CreateEvent,Logtalk,1,2014-02-22
PushEvent,Coq,25,2014-02-11
WatchEvent,Scheme,26,2014-02-11
WatchEvent,Slash,2,2014-02-11
PushEvent,Dylan,7,2014-02-11
WatchEvent,nesC,3,2014-02-11
CreateEvent,Pascal,10,2014-02-11
WatchEvent,ColdFusion,3,2014-02-11
CreateEvent,Max,3,2014-02-11
CreateEvent,PowerShell,7,2014-02-11
CreateEvent,OCaml,38,2014-02-11
WatchEvent,Coq,2,2014-02-11
WatchEvent,Idris,4,2014-02-11
PushEvent,Awk,5,2014-02-11
PushEvent,BlitzBasic,35,2014-02-11
CreateEvent,Processing,18,2014-02-11
WatchEvent,OCaml,28,2014-02-11
CreateEvent,Smalltalk,2,2014-02-11
WatchEvent,SuperCollider,2,2014-02-11
PushEvent,AppleScript,21,2014-02-11
PushEvent,Agda,8,2014-02-11
WatchEvent,Nimrod,5,2014-02-11
CreateEvent,Slash,4,2014-02-11
PushEvent,Smalltalk,18,2014-02-11
WatchEvent,Racket,6,2014-02-11
WatchEvent,Lasso,3,2014-02-11
CreateEvent,Awk,1,2014-02-11
PushEvent,J,1,2014-02-11
CreateEvent,F#,11,2014-02-11
WatchEvent,VHDL,3,2014-02-11
CreateEvent,Coq,1,2014-02-12
WatchEvent,Lua,69,2014-02-24
CreateEvent,Scheme,10,2014-02-24
CreateEvent,Rust,24,2014-02-24
PushEvent,AppleScript,22,2014-02-24
WatchEvent,Elixir,28,2014-02-24
PushEvent,Agda,7,2014-02-24
PushEvent,Eiffel,9,2014-02-24
PushEvent,OpenEdge ABL,21,2014-02-24
PushEvent,AutoIt,12,2014-02-24
WatchEvent,ActionScript,38,2014-02-24
CreateEvent,DM,13,2014-02-24
CreateEvent,Verilog,3,2014-02-24
CreateEvent,Matlab,26,2014-02-24
CreateEvent,TeX,53,2014-02-24
CreateEvent,Assembly,12,2014-02-24
PushEvent,Elm,3,2014-02-24
WatchEvent,DOT,6,2014-02-24
CreateEvent,OCaml,21,2014-02-24
PushEvent,Pascal,135,2014-02-24
PushEvent,Bluespec,9,2014-02-24
CreateEvent,Lua,59,2014-02-24
WatchEvent,AppleScript,5,2014-02-24
PushEvent,Ada,6,2014-02-24
CreateEvent,Smalltalk,5,2014-02-24
CreateEvent,Visual Basic,15,2014-02-24
CreateEvent,ooc,2,2014-02-24
WatchEvent,Scheme,11,2014-02-24
PushEvent,ooc,8,2014-02-24
CreateEvent,Groovy,38,2014-02-24
PushEvent,XML,33,2014-02-18
PushEvent,AutoHotkey,54,2014-02-18
CreateEvent,PowerShell,8,2014-02-18
PushEvent,Squirrel,4,2014-02-18
PushEvent,Gosu,6,2014-02-18
CreateEvent,FORTRAN,16,2014-02-18
WatchEvent,DOT,5,2014-02-18
WatchEvent,Elixir,20,2014-02-18
WatchEvent,Io,3,2014-02-18
PushEvent,Bluespec,12,2014-02-18
CreateEvent,ColdFusion,14,2014-02-18
WatchEvent,Scheme,17,2014-02-18
WatchEvent,VHDL,7,2014-02-18
CreateEvent,Common Lisp,12,2014-02-18
CreateEvent,AutoIt,2,2014-02-18
CreateEvent,Processing,17,2014-02-18
CreateEvent,Assembly,18,2014-02-18
WatchEvent,FORTRAN,5,2014-02-18
PushEvent,M,34,2014-02-18
CreateEvent,Lasso,3,2014-02-18
CreateEvent,Pascal,12,2014-02-18
CreateEvent,NetLogo,3,2014-02-18
WatchEvent,Processing,17,2014-02-18
PushEvent,Lasso,16,2014-02-18
WatchEvent,Apex,19,2014-02-18
CreateEvent,nesC,9,2014-02-18
WatchEvent,D,22,2014-02-18
WatchEvent,Rust,25,2014-02-18
WatchEvent,Julia,16,2014-02-18
PushEvent,Standard ML,18,2014-02-18
PushEvent,Logtalk,2,2014-02-18
PushEvent,AutoHotkey,25,2014-01-28
PushEvent,BlitzBasic,39,2014-01-28
CreateEvent,Scheme,12,2014-01-28
PushEvent,Standard ML,22,2014-01-28
PushEvent,Vala,38,2014-01-28
CreateEvent,Lua,45,2014-01-28
PushEvent,SuperCollider,18,2014-01-28
CreateEvent,Pascal,10,2014-01-28
PushEvent,Assembly,100,2014-01-28
CreateEvent,F#,8,2014-01-28
CreateEvent,Rust,27,2014-01-28
WatchEvent,Racket,8,2014-01-28
WatchEvent,Dylan,1,2014-01-28
WatchEvent,Elixir,15,2014-01-28
PushEvent,Gosu,3,2014-01-28
WatchEvent,F#,32,2014-01-28
PushEvent,xBase,27,2014-01-28
WatchEvent,Processing,16,2014-01-28
WatchEvent,PowerShell,15,2014-01-28
PushEvent,Factor,2,2014-01-28
PushEvent,AutoIt,14,2014-01-28
WatchEvent,Haxe,30,2014-01-28
WatchEvent,DM,1,2014-01-28
CreateEvent,DOT,1,2014-01-28
PushEvent,Oxygene,2,2014-01-28
CreateEvent,XSLT,10,2014-02-23
CreateEvent,Common Lisp,12,2014-02-23
CreateEvent,Racket,3,2014-02-23
WatchEvent,OCaml,25,2014-02-23
PushEvent,Io,3,2014-02-23
WatchEvent,PowerShell,11,2014-02-23
CreateEvent,Scheme,13,2014-02-23
CreateEvent,Matlab,18,2014-02-23
WatchEvent,Julia,9,2014-02-23
PushEvent,UnrealScript,5,2014-02-23
WatchEvent,VHDL,4,2014-02-23
WatchEvent,Clean,1,2014-02-23
PushEvent,Max,17,2014-02-23
CreateEvent,UnrealScript,1,2014-02-23
PushEvent,FORTRAN,67,2014-02-23
PushEvent,Objective-J,34,2014-02-23
WatchEvent,ColdFusion,3,2014-02-23
CreateEvent,Arduino,18,2014-02-23
WatchEvent,Dart,25,2014-02-23
PushEvent,Perl6,14,2014-02-23
PushEvent,ColdFusion,31,2014-02-23
PushEvent,Crystal,3,2014-02-23
WatchEvent,Scheme,4,2014-02-23
CreateEvent,Clean,1,2014-02-23
CreateEvent,ASP,4,2014-01-24
PushEvent,Objective-J,10,2014-01-24
PushEvent,Brightscript,5,2014-01-24
CreateEvent,Groovy,47,2014-01-24
PushEvent,Elm,24,2014-01-24
WatchEvent,Arduino,26,2014-01-24
PushEvent,UnrealScript,25,2014-01-24
WatchEvent,F#,15,2014-01-24
PushEvent,ASP,96,2014-01-24
PushEvent,Coq,11,2014-01-24
CreateEvent,Clojure,45,2014-01-24
PushEvent,Smalltalk,26,2014-01-24
WatchEvent,D,10,2014-01-24
WatchEvent,Matlab,11,2014-01-24
PushEvent,XML,34,2014-01-24
WatchEvent,Common Lisp,53,2014-01-24
CreateEvent,Rust,20,2014-01-24
WatchEvent,Processing,3,2014-01-24
WatchEvent,R,49,2014-01-24
CreateEvent,Common Lisp,10,2014-01-24
PushEvent,Crystal,8,2014-01-24
CreateEvent,PowerShell,8,2014-01-24
CreateEvent,Assembly,6,2014-01-24
CreateEvent,Smalltalk,8,2014-01-20
WatchEvent,Dart,41,2014-01-20
WatchEvent,Puppet,40,2014-01-20
WatchEvent,Scheme,22,2014-01-20
PushEvent,Pike,4,2014-01-20
CreateEvent,ActionScript,14,2014-01-20
PushEvent,Elixir,64,2014-01-20
PushEvent,DOT,44,2014-01-20
PushEvent,Julia,114,2014-01-20
WatchEvent,ActionScript,50,2014-01-20
WatchEvent,Lua,84,2014-01-20
PushEvent,PowerShell,93,2014-01-20
WatchEvent,Delphi,2,2014-01-20
WatchEvent,Matlab,12,2014-01-20
WatchEvent,Vala,7,2014-01-20
CreateEvent,ASP,3,2014-01-20
PushEvent,Haxe,70,2014-01-20
PushEvent,Tcl,54,2014-01-20
CreateEvent,Groovy,45,2014-01-20
PushEvent,IDL,85,2014-01-20
WatchEvent,Logos,6,2014-01-20
CreateEvent,Common Lisp,9,2014-01-20
WatchEvent,Processing,8,2014-01-20
WatchEvent,Rust,22,2014-01-20
CreateEvent,Matlab,19,2014-01-20
WatchEvent,R,47,2014-01-20
PushEvent,UnrealScript,22,2014-01-20
CreateEvent,Arduino,28,2014-01-20
WatchEvent,XSLT,12,2014-03-04
PushEvent,NetLogo,6,2014-03-04
WatchEvent,Dart,28,2014-03-04
WatchEvent,Scheme,15,2014-03-04
WatchEvent,Processing,7,2014-03-04
CreateEvent,Slash,4,2014-03-04
WatchEvent,Verilog,34,2014-03-04
PushEvent,SuperCollider,8,2014-03-04
WatchEvent,Pascal,2,2014-03-04
WatchEvent,ColdFusion,13,2014-03-04
PushEvent,Elm,14,2014-03-04
PushEvent,LiveScript,22,2014-03-04
WatchEvent,Io,8,2014-03-04
WatchEvent,Prolog,1,2014-03-04
PushEvent,Ecl,5,2014-03-04
PushEvent,AppleScript,31,2014-03-04
PushEvent,Racket,48,2014-02-13
PushEvent,Bluespec,6,2014-02-13
PushEvent,Max,24,2014-02-13
WatchEvent,DM,3,2014-02-13
WatchEvent,OCaml,20,2014-02-13
PushEvent,ColdFusion,70,2014-02-13
CreateEvent,ColdFusion,6,2014-02-13
PushEvent,Xtend,18,2014-02-13
CreateEvent,VHDL,6,2014-02-13
WatchEvent,Dart,48,2014-02-13
CreateEvent,Pascal,7,2014-02-13
CreateEvent,DM,19,2014-02-13
CreateEvent,IDL,6,2014-02-13
CreateEvent,ActionScript,14,2014-02-13
WatchEvent,AppleScript,3,2014-02-13
PushEvent,Elixir,64,2014-02-13
PushEvent,REALbasic,1,2014-02-13
PushEvent,Ceylon,8,2014-02-13
PushEvent,Idris,6,2014-02-13
PushEvent,UnrealScript,8,2014-02-13
CreateEvent,Max,3,2014-02-13
WatchEvent,nesC,3,2014-02-13
PushEvent,DOT,22,2014-02-13
WatchEvent,Assembly,24,2014-02-13
CreateEvent,nesC,11,2014-02-13
CreateEvent,Processing,14,2014-01-26
PushEvent,Elixir,43,2014-01-26
CreateEvent,TypeScript,24,2014-01-26
WatchEvent,Groovy,25,2014-01-26
WatchEvent,Racket,7,2014-01-26
WatchEvent,Elixir,13,2014-01-26
WatchEvent,OCaml,18,2014-01-26
CreateEvent,ANTLR,1,2014-01-26
CreateEvent,Rust,23,2014-01-26
CreateEvent,F#,12,2014-01-26
WatchEvent,XSLT,3,2014-01-26
CreateEvent,Puppet,20,2014-01-26
PushEvent,ANTLR,1,2014-01-26
CreateEvent,IDL,9,2014-01-26
WatchEvent,Erlang,43,2014-01-26
PushEvent,Standard ML,43,2014-01-26
PushEvent,Pure Data,11,2014-01-26
WatchEvent,Haxe,13,2014-01-26
CreateEvent,Racket,2,2014-01-26
WatchEvent,Assembly,14,2014-01-26
PushEvent,BlitzBasic,50,2014-01-29
CreateEvent,Dart,36,2014-01-29
CreateEvent,Haskell,106,2014-01-29
CreateEvent,ColdFusion,7,2014-01-29
WatchEvent,Assembly,16,2014-01-29
PushEvent,FORTRAN,103,2014-01-29
CreateEvent,FORTRAN,16,2014-01-29
WatchEvent,TeX,42,2014-01-29
CreateEvent,Rust,36,2014-01-29
PushEvent,Racket,60,2014-01-29
PushEvent,Elixir,58,2014-01-29
WatchEvent,Max,2,2014-01-29
WatchEvent,Processing,16,2014-01-29
WatchEvent,XSLT,20,2014-01-29
PushEvent,CLIPS,4,2014-01-29
PushEvent,AutoHotkey,48,2014-01-29
PushEvent,Bluespec,32,2014-01-29
PushEvent,ColdFusion,62,2014-01-29
CreateEvent,Eiffel,1,2014-01-29
CreateEvent,F#,5,2014-01-29
CreateEvent,Haxe,13,2014-01-29
WatchEvent,Arduino,23,2014-01-29
PushEvent,Apex,26,2014-01-29
WatchEvent,Brightscript,2,2014-01-29
PushEvent,Agda,10,2014-01-29
CreateEvent,Groovy,39,2014-01-29
PushEvent,Awk,6,2014-01-29
CreateEvent,Agda,1,2014-01-29
PushEvent,DOT,33,2014-01-29
CreateEvent,XSLT,18,2014-01-29
WatchEvent,Vala,18,2014-01-29
CreateEvent,Vala,5,2014-02-04
WatchEvent,Mirah,1,2014-02-04
PushEvent,Logtalk,4,2014-02-04
CreateEvent,D,28,2014-02-04
CreateEvent,Emacs Lisp,36,2014-02-04
CreateEvent,Clojure,105,2014-02-04
CreateEvent,Visual Basic,17,2014-02-04
PushEvent,Xtend,5,2014-02-04
WatchEvent,Io,13,2014-02-04
PushEvent,Max,31,2014-02-04
CreateEvent,ASP,11,2014-02-04
CreateEvent,Processing,10,2014-02-04
CreateEvent,XC,1,2014-02-04
WatchEvent,Common Lisp,20,2014-02-04
WatchEvent,HaXe,3,2014-02-04
PushEvent,AutoHotkey,34,2014-02-04
PushEvent,Tcl,73,2014-02-04
WatchEvent,OpenEdge ABL,3,2014-02-04
PushEvent,BlitzBasic,33,2014-02-04
CreateEvent,XProc,1,2014-02-25
CreateEvent,TypeScript,42,2014-02-25
PushEvent,UnrealScript,13,2014-02-25
WatchEvent,Prolog,3,2014-02-25
PushEvent,DOT,26,2014-02-25
PushEvent,FORTRAN,141,2014-02-25
PushEvent,Factor,14,2014-02-25
WatchEvent,FORTRAN,4,2014-02-25
WatchEvent,F#,20,2014-02-25
CreateEvent,Scheme,9,2014-02-25
WatchEvent,SuperCollider,2,2014-02-25
CreateEvent,OCaml,19,2014-02-25
PushEvent,DM,65,2014-02-25
WatchEvent,Scheme,12,2014-02-25
PushEvent,AppleScript,38,2014-02-25
PushEvent,Lasso,10,2014-02-25
PushEvent,Standard ML,74,2014-02-25
CreateEvent,Lasso,2,2014-02-25
PushEvent,xBase,14,2014-02-25
CreateEvent,ASP,8,2014-02-25
PushEvent,Vala,34,2014-02-25
CreateEvent,Factor,1,2014-02-25
CreateEvent,Groovy,53,2014-02-25
WatchEvent,Puppet,44,2014-02-25
PushEvent,Kotlin,9,2014-02-25
CreateEvent,Common Lisp,14,2014-02-25
CreateEvent,Elixir,9,2014-03-12
PushEvent,Gosu,7,2014-03-12
CreateEvent,VHDL,10,2014-03-12
PushEvent,Apex,30,2014-03-12
CreateEvent,LiveScript,5,2014-03-12
WatchEvent,Idris,3,2014-03-12
