type,repository_language,count_event,date
PushEvent,Logtalk,3,2014-02-22
WatchEvent,AppleScript,1,2014-02-22
PushEvent,ANTLR,1,2014-02-22
PushEvent,XQuery,12,2014-02-22
PushEvent,nesC,15,2014-02-22
CreateEvent,nesC,2,2014-02-22
CreateEvent,XSLT,10,2014-02-22
CreateEvent,OCaml,11,2014-02-22
WatchEvent,Pascal,3,2014-02-22
PushEvent,Factor,4,2014-02-22
CreateEvent,ColdFusion,4,2014-02-22
WatchEvent,XSLT,16,2014-02-22
WatchEvent,D,22,2014-02-22
CreateEvent,DM,13,2014-02-22
CreateEvent,Vala,7,2014-02-22
PushEvent,IDL,52,2014-01-25
PushEvent,MoonScript,6,2014-01-25
WatchEvent,Perl,90,2014-01-25
PushEvent,Verilog,22,2014-01-25
CreateEvent,Clojure,65,2014-01-25
PushEvent,OCaml,109,2014-01-25
CreateEvent,LiveScript,2,2014-01-25
WatchEvent,Dart,20,2014-01-25
PushEvent,DOT,6,2014-01-25
PushEvent,COBOL,11,2014-01-25
WatchEvent,Gosu,4,2014-01-25
WatchEvent,OCaml,22,2014-01-25
WatchEvent,Processing,7,2014-01-25
PushEvent,Agda,9,2014-01-25
PushEvent,LiveScript,37,2014-01-25
PushEvent,Dart,136,2014-01-25
CreateEvent,TeX,32,2014-01-25
WatchEvent,TypeScript,52,2014-01-25
PushEvent,Julia,105,2014-01-25
PushEvent,Perl6,13,2014-01-25
CreateEvent,Puppet,22,2014-02-08
WatchEvent,ABAP,23,2014-02-08
CreateEvent,ColdFusion,2,2014-02-08
PushEvent,ColdFusion,43,2014-02-08
CreateEvent,ASP,6,2014-02-08
WatchEvent,ASP,30,2014-02-08
PushEvent,F#,46,2014-02-08
WatchEvent,Ada,25,2014-02-08
PushEvent,BlitzBasic,44,2014-02-08
PushEvent,Factor,3,2014-02-08
PushEvent,VHDL,40,2014-02-08
CreateEvent,ActionScript,15,2014-02-08
WatchEvent,Agda,25,2014-02-08
WatchEvent,Coq,3,2014-02-08
WatchEvent,TeX,28,2014-02-08
WatchEvent,ANTLR,24,2014-02-08
PushEvent,Parrot,13,2014-02-08
CreateEvent,F#,11,2014-02-08
PushEvent,Logtalk,6,2014-02-08
WatchEvent,Common Lisp,20,2014-02-08
PushEvent,OpenEdge ABL,20,2014-02-08
WatchEvent,Apex,25,2014-02-08
WatchEvent,Haxe,39,2014-02-08
WatchEvent,AppleScript,33,2014-02-08
WatchEvent,Nimrod,4,2014-02-08
CreateEvent,Factor,1,2014-02-08
PushEvent,Idris,3,2014-02-08
PushEvent,Tcl,42,2014-02-08
PushEvent,Standard ML,13,2014-02-08
WatchEvent,Arc,25,2014-02-08
CreateEvent,Rust,18,2014-02-08
CreateEvent,Dart,33,2014-02-08
PushEvent,xBase,4,2014-02-08
PushEvent,Smalltalk,9,2014-02-08
PushEvent,Nimrod,7,2014-02-08
CreateEvent,Smalltalk,4,2014-01-21
PushEvent,DOT,33,2014-01-21
PushEvent,Max,9,2014-01-21
CreateEvent,D,16,2014-01-21
CreateEvent,Elixir,7,2014-01-21
PushEvent,Prolog,6,2014-01-21
CreateEvent,Tcl,9,2014-01-21
PushEvent,Agda,12,2014-01-21
CreateEvent,Dart,15,2014-01-21
PushEvent,Pascal,98,2014-01-21
CreateEvent,DM,9,2014-01-21
PushEvent,Logtalk,2,2014-01-21
WatchEvent,Coq,3,2014-01-21
CreateEvent,IDL,4,2014-01-21
CreateEvent,OCaml,30,2014-01-21
PushEvent,Pure Data,3,2014-01-21
CreateEvent,Apex,2,2014-01-21
WatchEvent,ASP,2,2014-01-22
WatchEvent,DM,2,2014-02-10
PushEvent,OCaml,169,2014-02-10
CreateEvent,Elixir,18,2014-02-10
WatchEvent,ColdFusion,8,2014-02-10
WatchEvent,Processing,6,2014-02-10
WatchEvent,Rust,36,2014-02-10
WatchEvent,Matlab,15,2014-02-10
PushEvent,Coq,35,2014-02-10
PushEvent,OpenEdge ABL,37,2014-02-10
CreateEvent,D,18,2014-02-10
CreateEvent,AutoIt,4,2014-02-10
PushEvent,Haxe,95,2014-02-10
PushEvent,AutoIt,13,2014-02-10
WatchEvent,F#,22,2014-02-10
PushEvent,Scilab,5,2014-02-10
CreateEvent,Rust,31,2014-02-10
CreateEvent,Racket,5,2014-02-10
PushEvent,NetLogo,4,2014-02-10
WatchEvent,DOT,3,2014-02-10
CreateEvent,Erlang,52,2014-02-10
WatchEvent,XQuery,2,2014-02-10
WatchEvent,XSLT,10,2014-02-10
WatchEvent,AutoHotkey,4,2014-02-10
WatchEvent,AppleScript,8,2014-02-10
PushEvent,XQuery,16,2014-02-10
PushEvent,Mirah,1,2014-02-05
WatchEvent,Common Lisp,14,2014-02-05
PushEvent,Idris,15,2014-02-05
WatchEvent,ActionScript,24,2014-02-05
WatchEvent,Pascal,4,2014-02-05
PushEvent,Agda,9,2014-02-05
WatchEvent,Idris,7,2014-02-05
WatchEvent,Io,37,2014-02-05
WatchEvent,Haxe,25,2014-02-05
WatchEvent,XSLT,15,2014-02-05
PushEvent,AutoHotkey,32,2014-02-05
WatchEvent,Scheme,9,2014-02-05
WatchEvent,Max,1,2014-02-05
CreateEvent,LiveScript,3,2014-02-05
CreateEvent,XSLT,9,2014-02-05
PushEvent,Vala,45,2014-02-05
PushEvent,UnrealScript,27,2014-02-05
PushEvent,Logos,36,2014-02-05
CreateEvent,Groovy,71,2014-02-05
WatchEvent,AppleScript,9,2014-02-05
CreateEvent,Matlab,26,2014-02-05
PushEvent,LiveScript,22,2014-02-05
CreateEvent,OpenEdge ABL,2,2014-02-05
CreateEvent,Racket,5,2014-02-05
CreateEvent,Haskell,41,2014-01-23
PushEvent,AppleScript,23,2014-01-23
PushEvent,Scheme,142,2014-01-23
PushEvent,AutoIt,5,2014-01-23
WatchEvent,FORTRAN,5,2014-01-23
PushEvent,Logos,41,2014-01-23
PushEvent,Slash,12,2014-01-23
WatchEvent,Scheme,17,2014-01-23
WatchEvent,F#,15,2014-01-23
PushEvent,DM,69,2014-01-23
CreateEvent,DCPU-16 ASM,1,2014-01-23
PushEvent,Elm,9,2014-01-23
WatchEvent,XSLT,7,2014-01-23
WatchEvent,Vala,5,2014-01-23
CreateEvent,Dart,24,2014-01-23
PushEvent,OpenEdge ABL,25,2014-01-23
CreateEvent,nesC,10,2014-01-23
CreateEvent,Squirrel,1,2014-01-23
CreateEvent,R,26,2014-01-23
PushEvent,Standard ML,7,2014-01-23
PushEvent,Kotlin,8,2014-01-23
PushEvent,Self,1,2014-01-23
CreateEvent,Visual Basic,15,2014-01-23
CreateEvent,Kotlin,9,2014-01-23
PushEvent,Logtalk,5,2014-01-23
WatchEvent,Processing,13,2014-01-23
WatchEvent,AppleScript,6,2014-01-23
PushEvent,ooc,4,2014-01-23
WatchEvent,Standard ML,5,2014-01-23
PushEvent,XC,11,2014-01-23
PushEvent,DCPU-16 ASM,14,2014-01-23
CreateEvent,XC,1,2014-01-23
CreateEvent,Erlang,49,2014-01-23
CreateEvent,F#,5,2014-01-23
WatchEvent,Rust,19,2014-01-23
PushEvent,REALbasic,1,2014-01-23
CreateEvent,M,2,2014-01-23
PushEvent,Oxygene,4,2014-01-23
PushEvent,ColdFusion,51,2014-01-23
CreateEvent,ActionScript,16,2014-01-23
PushEvent,Smalltalk,19,2014-01-23
CreateEvent,Julia,24,2014-01-23
PushEvent,Assembly,95,2014-01-23
CreateEvent,FORTRAN,4,2014-01-23
CreateEvent,TypeScript,36,2014-01-23
PushEvent,Apex,16,2014-01-23
PushEvent,Verilog,49,2014-01-23
CreateEvent,ColdFusion,9,2014-01-23
CreateEvent,Emacs Lisp,34,2014-02-02
CreateEvent,VimL,45,2014-02-02
PushEvent,Forth,5,2014-02-02
PushEvent,xBase,10,2014-02-02
PushEvent,Nimrod,19,2014-02-02
WatchEvent,Processing,8,2014-02-02
CreateEvent,Haskell,64,2014-02-02
PushEvent,Coq,15,2014-02-02
PushEvent,BlitzBasic,23,2014-02-02
WatchEvent,AutoHotkey,7,2014-02-02
CreateEvent,Visual Basic,12,2014-02-02
WatchEvent,Logos,9,2014-02-02
CreateEvent,F#,6,2014-02-02
PushEvent,NetLogo,8,2014-02-02
CreateEvent,Groovy,17,2014-02-02
PushEvent,MoonScript,9,2014-02-02
WatchEvent,Elixir,13,2014-02-02
PushEvent,Objective-J,16,2014-02-02
PushEvent,AutoIt,4,2014-02-02
CreateEvent,VHDL,7,2014-02-02
CreateEvent,Arduino,39,2014-02-02
WatchEvent,Dart,18,2014-02-02
PushEvent,DOT,20,2014-02-02
PushEvent,Vala,30,2014-02-02
WatchEvent,Max,1,2014-02-02
WatchEvent,Vala,5,2014-02-02
PushEvent,M,8,2014-02-02
PushEvent,XQuery,7,2014-02-02
WatchEvent,Scheme,10,2014-03-03
PushEvent,Agda,7,2014-03-03
PushEvent,OCaml,267,2014-03-03
WatchEvent,XSLT,22,2014-03-03
CreateEvent,FORTRAN,16,2014-03-03
PushEvent,Tcl,28,2014-03-03
CreateEvent,Lua,67,2014-03-03
CreateEvent,Scheme,7,2014-03-03
CreateEvent,XSLT,11,2014-03-03
CreateEvent,AutoHotkey,1,2014-03-03
PushEvent,AutoHotkey,28,2014-03-03
CreateEvent,ActionScript,36,2014-03-03
WatchEvent,Tcl,1,2014-03-03
CreateEvent,Puppet,44,2014-03-03
PushEvent,OpenEdge ABL,17,2014-03-03
PushEvent,Lasso,25,2014-03-03
WatchEvent,Processing,11,2014-03-03
WatchEvent,OCaml,20,2014-03-03
PushEvent,Coq,40,2014-03-03
CreateEvent,Idris,1,2014-03-03
WatchEvent,Idris,1,2014-03-03
PushEvent,Perl6,7,2014-03-03
PushEvent,IDL,208,2014-03-03
CreateEvent,OCaml,31,2014-03-03
CreateEvent,Common Lisp,15,2014-03-03
WatchEvent,Pascal,7,2014-03-03
WatchEvent,Slash,1,2014-03-03
PushEvent,CLIPS,7,2014-01-18
CreateEvent,Emacs Lisp,30,2014-01-18
CreateEvent,AutoIt,4,2014-01-18
CreateEvent,Perl,131,2014-01-18
WatchEvent,Processing,8,2014-01-18
PushEvent,ASP,40,2014-01-18
PushEvent,Verilog,26,2014-01-18
CreateEvent,Lua,54,2014-01-18
CreateEvent,VimL,53,2014-01-18
PushEvent,Xtend,4,2014-01-18
PushEvent,Logos,16,2014-01-18
PushEvent,XSLT,80,2014-01-18
PushEvent,F#,67,2014-01-18
PushEvent,VHDL,63,2014-01-18
WatchEvent,PowerShell,9,2014-01-18
WatchEvent,Matlab,11,2014-01-18
WatchEvent,D,17,2014-01-18
CreateEvent,ActionScript,9,2014-01-18
WatchEvent,M,2,2014-01-18
CreateEvent,OCaml,14,2014-01-18
WatchEvent,OCaml,17,2014-01-18
WatchEvent,XSLT,14,2014-01-18
CreateEvent,Pascal,6,2014-01-18
CreateEvent,Squirrel,1,2014-01-18
CreateEvent,Julia,14,2014-01-18
PushEvent,Apex,5,2014-01-18
WatchEvent,Agda,5,2014-01-18
WatchEvent,FORTRAN,5,2014-01-18
WatchEvent,Gosu,2,2014-01-18
CreateEvent,Elixir,7,2014-01-18
CreateEvent,Scala,106,2014-01-18
PushEvent,AutoIt,5,2014-01-18
PushEvent,M,17,2014-01-18
CreateEvent,Logos,2,2014-01-18
PushEvent,Objective-J,22,2014-01-18
CreateEvent,F#,5,2014-01-18
WatchEvent,Haxe,16,2014-01-17
CreateEvent,D,13,2014-01-17
CreateEvent,Awk,1,2014-01-17
PushEvent,XQuery,17,2014-01-17
PushEvent,Nemerle,5,2014-01-17
WatchEvent,Vala,14,2014-01-17
CreateEvent,IDL,3,2014-01-17
WatchEvent,Pascal,3,2014-01-17
CreateEvent,Julia,17,2014-01-17
PushEvent,Slash,10,2014-01-17
CreateEvent,OpenEdge ABL,2,2014-01-17
PushEvent,Arc,3,2014-01-17
PushEvent,Standard ML,51,2014-01-17
CreateEvent,Scheme,9,2014-01-17
WatchEvent,Prolog,4,2014-01-17
PushEvent,Xtend,7,2014-01-17
CreateEvent,Lua,41,2014-01-17
WatchEvent,OCaml,12,2014-01-17
PushEvent,Scilab,2,2014-01-17
PushEvent,Eiffel,2,2014-01-17
PushEvent,Logos,35,2014-01-17
WatchEvent,AppleScript,7,2014-01-17
WatchEvent,Puppet,34,2014-01-17
PushEvent,Objective-J,7,2014-01-17
PushEvent,Apex,14,2014-01-17
CreateEvent,IDL,5,2014-02-17
PushEvent,PogoScript,4,2014-02-17
CreateEvent,Julia,25,2014-02-17
WatchEvent,Prolog,9,2014-02-17
PushEvent,Coq,11,2014-02-17
WatchEvent,IDL,4,2014-02-17
WatchEvent,OCaml,28,2014-02-17
CreateEvent,Haxe,13,2014-02-17
WatchEvent,Nimrod,4,2014-02-17
PushEvent,Monkey,3,2014-02-17
WatchEvent,Groovy,29,2014-02-17
PushEvent,Logos,28,2014-02-17
WatchEvent,HaXe,4,2014-02-17
PushEvent,Nemerle,9,2014-02-17
WatchEvent,Dart,31,2014-02-17
PushEvent,Mirah,3,2014-02-17
PushEvent,Io,3,2014-02-17
WatchEvent,Racket,6,2014-02-17
CreateEvent,Processing,8,2014-02-17
WatchEvent,LiveScript,14,2014-02-17
WatchEvent,Scheme,8,2014-02-17
CreateEvent,FORTRAN,13,2014-02-17
CreateEvent,DM,22,2014-01-31
PushEvent,Erlang,314,2014-01-31
PushEvent,UnrealScript,26,2014-01-31
CreateEvent,AppleScript,4,2014-01-31
CreateEvent,D,22,2014-01-31
PushEvent,IDL,76,2014-01-31
CreateEvent,Tcl,7,2014-01-31
PushEvent,Boo,15,2014-01-31
CreateEvent,R,31,2014-01-31
WatchEvent,Puppet,31,2014-01-31
WatchEvent,OCaml,10,2014-01-31
CreateEvent,IDL,6,2014-01-31
WatchEvent,Rust,13,2014-01-31
PushEvent,XSLT,171,2014-01-31
CreateEvent,OCaml,21,2014-01-31
PushEvent,Coq,26,2014-01-31
WatchEvent,Matlab,15,2014-01-31
CreateEvent,VHDL,6,2014-01-31
WatchEvent,Pascal,7,2014-01-31
PushEvent,Vala,48,2014-01-31
PushEvent,SuperCollider,22,2014-01-31
CreateEvent,Io,2,2014-01-31
CreateEvent,PowerShell,7,2014-01-31
PushEvent,Fantom,1,2014-01-31
CreateEvent,XSLT,15,2014-01-31
PushEvent,Objective-J,10,2014-01-31
PushEvent,MoonScript,10,2014-02-01
CreateEvent,Logos,9,2014-02-01
WatchEvent,Haxe,15,2014-02-01
CreateEvent,Visual Basic,7,2014-02-01
WatchEvent,Matlab,7,2014-02-01
PushEvent,Logos,24,2014-02-01
PushEvent,Squirrel,9,2014-02-01
CreateEvent,nesC,5,2014-02-01
PushEvent,Ceylon,9,2014-02-01
CreateEvent,Dart,19,2014-02-01
WatchEvent,Vala,6,2014-02-01
WatchEvent,nesC,2,2014-02-01
PushEvent,Idris,7,2014-02-01
PushEvent,M,13,2014-02-01
PushEvent,Lasso,28,2014-02-01
WatchEvent,Boo,1,2014-02-01
WatchEvent,Objective-J,2,2014-02-01
CreateEvent,UnrealScript,2,2014-02-01
WatchEvent,DM,3,2014-02-01
PushEvent,Standard ML,37,2014-03-02
CreateEvent,ASP,6,2014-03-02
CreateEvent,Nemerle,1,2014-03-02
PushEvent,Visual Basic,96,2014-03-02
WatchEvent,BlitzBasic,13,2014-03-02
WatchEvent,TypeScript,54,2014-03-02
PushEvent,Awk,8,2014-03-02
CreateEvent,Go,119,2014-03-02
CreateEvent,Groovy,35,2014-03-02
CreateEvent,Assembly,12,2014-03-02
PushEvent,Scilab,7,2014-03-02
CreateEvent,Arduino,29,2014-03-02
WatchEvent,PowerShell,8,2014-03-02
PushEvent,Dylan,8,2014-03-02
WatchEvent,R,29,2014-03-02
WatchEvent,Visual Basic,7,2014-03-02
PushEvent,Pascal,117,2014-03-02
PushEvent,Ada,21,2014-03-02
CreateEvent,Ada,3,2014-03-02
CreateEvent,Lasso,1,2014-03-02
CreateEvent,ActionScript,14,2014-03-02
CreateEvent,Processing,7,2014-03-02
WatchEvent,Haxe,17,2014-03-02
PushEvent,Lasso,8,2014-03-02
PushEvent,Racket,46,2014-03-02
WatchEvent,Rust,24,2014-03-02
WatchEvent,ActionScript,17,2014-03-15
PushEvent,AutoIt,21,2014-03-15
PushEvent,Haxe,91,2014-03-15
PushEvent,Eiffel,6,2014-03-15
WatchEvent,Matlab,10,2014-03-15
CreateEvent,Pure Data,6,2014-03-15
PushEvent,Processing,95,2014-03-15
PushEvent,Pure Data,39,2014-03-15
WatchEvent,Fancy,2,2014-03-15
PushEvent,LiveScript,19,2014-03-15
WatchEvent,Racket,6,2014-03-15
PushEvent,Objective-J,14,2014-03-15
WatchEvent,ColdFusion,3,2014-03-15
PushEvent,Arduino,141,2014-03-15
CreateEvent,Clojure,48,2014-03-15
CreateEvent,Processing,11,2014-03-15
PushEvent,AutoHotkey,16,2014-03-15
WatchEvent,Agda,2,2014-03-15
WatchEvent,Lua,155,2014-03-15
WatchEvent,ABAP,2,2014-03-15
PushEvent,Vala,50,2014-03-15
WatchEvent,AppleScript,7,2014-03-15
WatchEvent,Arc,1,2014-03-15
CreateEvent,Visual Basic,10,2014-03-15
PushEvent,Scheme,69,2014-03-15
PushEvent,Logtalk,2,2014-03-15
WatchEvent,XSLT,6,2014-03-15
CreateEvent,VimL,60,2014-03-15
CreateEvent,Groovy,42,2014-03-15
PushEvent,CLIPS,4,2014-03-15
CreateEvent,Emacs Lisp,47,2014-03-08
CreateEvent,R,28,2014-03-08
PushEvent,Eiffel,10,2014-03-08
PushEvent,Lasso,20,2014-03-08
WatchEvent,Groovy,18,2014-03-08
WatchEvent,R,39,2014-03-08
PushEvent,Pike,8,2014-03-08
WatchEvent,Pascal,7,2014-03-08
WatchEvent,Verilog,5,2014-03-08
PushEvent,Smalltalk,11,2014-03-08
PushEvent,Vala,53,2014-03-08
PushEvent,nesC,3,2014-03-08
PushEvent,FORTRAN,31,2014-03-08
WatchEvent,M,3,2014-03-08
WatchEvent,Elixir,17,2014-03-08
WatchEvent,Rust,20,2014-03-08
CreateEvent,Lasso,2,2014-03-08
WatchEvent,Processing,10,2014-03-08
CreateEvent,OCaml,29,2014-03-08
CreateEvent,Kotlin,5,2014-03-08
WatchEvent,D,6,2014-03-08
PushEvent,Standard ML,20,2014-03-08
PushEvent,Awk,7,2014-03-08
PushEvent,AutoHotkey,31,2014-03-08
CreateEvent,Groovy,20,2014-03-08
CreateEvent,LiveScript,4,2014-03-08
WatchEvent,Gosu,2,2014-03-08
PushEvent,CLIPS,2,2014-02-17
PushEvent,MoonScript,6,2014-02-17
CreateEvent,Scheme,13,2014-02-17
PushEvent,AutoIt,5,2014-02-17
PushEvent,Eiffel,6,2014-02-17
CreateEvent,Assembly,13,2014-02-17
WatchEvent,Julia,9,2014-02-17
WatchEvent,Tcl,1,2014-02-17
PushEvent,Nimrod,15,2014-02-17
WatchEvent,Assembly,17,2014-02-17
PushEvent,Brightscript,12,2014-02-17
WatchEvent,Perl6,1,2014-02-17
CreateEvent,Logtalk,1,2014-02-17
WatchEvent,BlitzBasic,2,2014-02-17
WatchEvent,Emacs Lisp,82,2014-02-07
PushEvent,xBase,8,2014-02-07
CreateEvent,xBase,2,2014-02-07
PushEvent,Vala,62,2014-02-07
PushEvent,ooc,9,2014-02-07
WatchEvent,Groovy,30,2014-02-07
PushEvent,Pure Data,8,2014-02-07
CreateEvent,Emacs Lisp,31,2014-02-07
PushEvent,Bluespec,3,2014-02-07
PushEvent,Scilab,7,2014-02-07
WatchEvent,Haxe,11,2014-02-07
CreateEvent,F#,15,2014-02-07
PushEvent,Tcl,52,2014-02-07
WatchEvent,Erlang,163,2014-02-07
PushEvent,MoonScript,13,2014-02-07
WatchEvent,AppleScript,7,2014-02-07
WatchEvent,PowerShell,13,2014-02-07
CreateEvent,Matlab,34,2014-02-07
WatchEvent,R,46,2014-02-07
PushEvent,Elixir,99,2014-02-07
WatchEvent,Gosu,1,2014-02-07
CreateEvent,Pascal,5,2014-02-07
CreateEvent,Lasso,3,2014-02-07
WatchEvent,MoonScript,1,2014-02-07
CreateEvent,AutoHotkey,5,2014-02-07
PushEvent,Perl6,3,2014-02-07
PushEvent,COBOL,10,2014-02-07
WatchEvent,Arduino,21,2014-02-07
PushEvent,Factor,14,2014-02-07
CreateEvent,Dart,21,2014-02-07
WatchEvent,XSLT,9,2014-02-07
PushEvent,Boo,7,2014-03-09
WatchEvent,Nemerle,4,2014-03-09
WatchEvent,nesC,4,2014-03-09
WatchEvent,IDL,1,2014-03-09
PushEvent,AppleScript,13,2014-03-09
PushEvent,Standard ML,25,2014-03-09
PushEvent,Julia,112,2014-03-09
CreateEvent,Haxe,10,2014-03-09
CreateEvent,TeX,49,2014-03-09
CreateEvent,Julia,17,2014-03-09
PushEvent,Logtalk,4,2014-03-09
CreateEvent,Visual Basic,14,2014-03-09
CreateEvent,TypeScript,41,2014-03-09
PushEvent,DOT,17,2014-03-09
WatchEvent,PowerShell,13,2014-03-09
PushEvent,Objective-J,5,2014-03-09
WatchEvent,TeX,30,2014-03-09
WatchEvent,Groovy,25,2014-03-09
CreateEvent,Dart,9,2014-03-09
PushEvent,NetLogo,3,2014-03-09
PushEvent,ColdFusion,22,2014-03-09
PushEvent,XC,9,2014-03-09
CreateEvent,XC,1,2014-03-09
CreateEvent,OCaml,11,2014-03-09
CreateEvent,XSLT,4,2014-03-09
CreateEvent,Scheme,9,2014-03-09
WatchEvent,Elixir,18,2014-03-09
PushEvent,Logos,8,2014-03-09
CreateEvent,Erlang,30,2014-03-09
PushEvent,OpenEdge ABL,32,2014-03-09
PushEvent,AutoHotkey,38,2014-03-09
CreateEvent,Lua,46,2014-03-09
PushEvent,CLIPS,2,2014-03-09
CreateEvent,ActionScript,13,2014-03-09
PushEvent,ANTLR,2,2014-03-09
WatchEvent,Lua,69,2014-03-09
WatchEvent,Pascal,6,2014-03-09
WatchEvent,XML,2,2014-03-09
CreateEvent,FORTRAN,22,2014-03-09
WatchEvent,Scheme,23,2014-03-09
WatchEvent,Objective-J,2,2014-02-16
PushEvent,Max,19,2014-02-16
CreateEvent,Emacs Lisp,42,2014-02-16
WatchEvent,HaXe,1,2014-02-16
CreateEvent,Matlab,14,2014-02-16
WatchEvent,Arc,8,2014-02-16
CreateEvent,Max,3,2014-02-16
PushEvent,AutoIt,18,2014-02-16
WatchEvent,Kotlin,3,2014-02-20
PushEvent,nesC,53,2014-02-20
CreateEvent,ActionScript,22,2014-02-20
WatchEvent,Dart,27,2014-02-20
CreateEvent,Smalltalk,9,2014-02-20
PushEvent,DOT,34,2014-02-20
CreateEvent,Rust,21,2014-02-20
PushEvent,Verilog,56,2014-02-20
CreateEvent,TypeScript,38,2014-02-20
PushEvent,XML,36,2014-02-20
PushEvent,Max,15,2014-02-20
WatchEvent,Processing,14,2014-02-20
CreateEvent,R,55,2014-02-20
PushEvent,Ada,11,2014-02-20
PushEvent,OpenEdge ABL,14,2014-02-20
CreateEvent,Assembly,7,2014-02-20
PushEvent,AppleScript,12,2014-02-20
PushEvent,XC,8,2014-02-20
WatchEvent,Arduino,53,2014-02-20
PushEvent,Smalltalk,10,2014-02-20
PushEvent,XQuery,13,2014-02-20
WatchEvent,Haxe,17,2014-02-20
CreateEvent,Scala,81,2014-02-15
PushEvent,ColdFusion,35,2014-02-15
WatchEvent,ASP,2,2014-02-15
PushEvent,DM,73,2014-02-15
PushEvent,Logos,15,2014-02-15
CreateEvent,Lua,20,2014-02-15
CreateEvent,TypeScript,32,2014-02-15
WatchEvent,TypeScript,49,2014-02-15
CreateEvent,Go,155,2014-02-15
PushEvent,Vala,31,2014-02-15
WatchEvent,Elixir,32,2014-02-15
CreateEvent,DM,18,2014-02-15
CreateEvent,Emacs Lisp,34,2014-02-15
PushEvent,Squirrel,3,2014-02-15
PushEvent,Ecl,1,2014-02-15
WatchEvent,F#,13,2014-02-15
PushEvent,Pascal,104,2014-02-15
WatchEvent,Dart,32,2014-02-15
WatchEvent,Haxe,24,2014-02-15
CreateEvent,Puppet,34,2014-02-15
PushEvent,Racket,45,2014-02-15
CreateEvent,ActionScript,5,2014-02-15
PushEvent,Kotlin,15,2014-02-15
WatchEvent,M,6,2014-02-15
WatchEvent,Puppet,21,2014-02-15
PushEvent,XML,38,2014-02-15
CreateEvent,XSLT,6,2014-02-15
PushEvent,ASP,44,2014-02-15
CreateEvent,R,16,2014-02-15
WatchEvent,IDL,3,2014-02-15
CreateEvent,Dart,26,2014-02-15
PushEvent,Processing,89,2014-02-15
PushEvent,IDL,24,2014-02-15
PushEvent,Monkey,1,2014-02-15
PushEvent,Scilab,4,2014-03-10
CreateEvent,Common Lisp,10,2014-03-10
WatchEvent,Visual Basic,10,2014-03-10
CreateEvent,Dart,39,2014-03-10
PushEvent,Coq,13,2014-03-10
WatchEvent,Elixir,20,2014-03-10
PushEvent,Elixir,56,2014-03-10
WatchEvent,Dart,45,2014-03-10
PushEvent,nesC,62,2014-03-10
PushEvent,M,16,2014-03-10
WatchEvent,OCaml,26,2014-03-10
WatchEvent,Scilab,1,2014-03-10
PushEvent,Xtend,2,2014-03-10
PushEvent,Agda,6,2014-03-10
CreateEvent,Lua,35,2014-03-10
PushEvent,Clean,4,2014-03-10
WatchEvent,PowerShell,15,2014-03-10
PushEvent,Objective-J,13,2014-03-10
WatchEvent,Assembly,33,2014-03-10
PushEvent,F#,134,2014-03-10
PushEvent,Racket,48,2014-03-10
CreateEvent,F#,25,2014-03-10
CreateEvent,Processing,17,2014-03-10
WatchEvent,Common Lisp,26,2014-03-10
CreateEvent,XSLT,18,2014-03-10
PushEvent,IDL,89,2014-03-10
PushEvent,AutoIt,13,2014-03-10
CreateEvent,Scheme,9,2014-03-10
PushEvent,Parrot,2,2014-03-10
PushEvent,DM,103,2014-03-10
CreateEvent,Visual Basic,8,2014-03-10
CreateEvent,OCaml,20,2014-02-19
CreateEvent,Scheme,6,2014-02-19
PushEvent,LiveScript,33,2014-02-19
PushEvent,DM,67,2014-02-19
CreateEvent,M,2,2014-02-19
CreateEvent,Clojure,64,2014-02-19
PushEvent,DOT,27,2014-02-19
CreateEvent,F#,8,2014-02-19
WatchEvent,Arduino,32,2014-02-19
WatchEvent,XQuery,2,2014-02-19
PushEvent,Io,3,2014-02-19
PushEvent,Tcl,45,2014-02-19
CreateEvent,Groovy,39,2014-02-19
WatchEvent,Dart,32,2014-02-19
CreateEvent,Elixir,2,2014-02-19
CreateEvent,IDL,3,2014-02-19
CreateEvent,Haxe,10,2014-02-19
PushEvent,Visual Basic,144,2014-02-19
WatchEvent,Pascal,87,2014-02-19
WatchEvent,SuperCollider,1,2014-02-19
PushEvent,AppleScript,14,2014-02-19
PushEvent,Smalltalk,13,2014-02-19
WatchEvent,XSLT,9,2014-02-19
CreateEvent,Processing,14,2014-02-19
CreateEvent,Apex,10,2014-02-19
CreateEvent,Visual Basic,16,2014-02-19
WatchEvent,Haxe,13,2014-02-19
PushEvent,Kotlin,3,2014-02-19
WatchEvent,IDL,3,2014-02-19
WatchEvent,Vala,6,2014-02-19
PushEvent,Boo,10,2014-02-19
PushEvent,Racket,64,2014-02-19
WatchEvent,Matlab,13,2014-02-19
CreateEvent,R,67,2014-02-19
CreateEvent,xBase,3,2014-02-19
PushEvent,Bluespec,14,2014-02-19
CreateEvent,Matlab,39,2014-02-19
CreateEvent,AutoHotkey,8,2014-02-19
WatchEvent,Delphi,2,2014-02-19
CreateEvent,ASP,7,2014-02-19
CreateEvent,Smalltalk,3,2014-02-01
PushEvent,Smalltalk,29,2014-02-01
CreateEvent,SuperCollider,1,2014-02-01
CreateEvent,Pascal,4,2014-02-01
PushEvent,SuperCollider,6,2014-02-01
CreateEvent,PowerShell,4,2014-02-01
PushEvent,Dylan,8,2014-02-01
PushEvent,AppleScript,8,2014-02-01
